Country,year,sex,age,suicides_no,population,
Mexico,1990,female,15-24 years,114,9327000,1.22E-05
Mexico,1990,female,25-34 years,57,6426000,8.87E-06
Mexico,1990,female,35-54 years,58,7045000,8.23E-06
Mexico,1990,female,5-14 years,10,10179000,9.82E-07
Mexico,1990,female,55-74 years,34,3073000,1.11E-05
Mexico,1990,female,75+ years,5,650900,7.68E-06
Mexico,1990,male,15-24 years,472,9501000,4.97E-05
Mexico,1990,male,25-34 years,387,6347000,6.10E-05
Mexico,1990,male,35-54 years,437,6812000,6.42E-05
Mexico,1990,male,5-14 years,41,10518000,3.90E-06
Mexico,1990,male,55-74 years,224,2709000,8.27E-05
Mexico,1990,male,75+ years,87,489000,0.000177914
Mexico,1991,female,15-24 years,113,9492000,1.19E-05
Mexico,1991,female,25-34 years,72,6672000,1.08E-05
Mexico,1991,female,35-54 years,75,7306000,1.03E-05
Mexico,1991,female,5-14 years,18,10259000,1.75E-06
Mexico,1991,female,55-74 years,28,3182000,8.80E-06
Mexico,1991,female,75+ years,8,667000,1.20E-05
Mexico,1991,male,15-24 years,560,9666000,5.79E-05
Mexico,1991,male,25-34 years,430,6592000,6.52E-05
Mexico,1991,male,35-54 years,440,7060000,6.23E-05
Mexico,1991,male,5-14 years,46,10601000,4.34E-06
Mexico,1991,male,55-74 years,240,2799000,8.57E-05
Mexico,1991,male,75+ years,73,500300,0.000145912
Mexico,1992,female,15-24 years,126,9605800,1.31E-05
Mexico,1992,female,25-34 years,84,6654900,1.26E-05
Mexico,1992,female,35-54 years,66,7544500,8.75E-06
Mexico,1992,female,5-14 years,21,10352200,2.03E-06
Mexico,1992,female,55-74 years,33,3193600,1.03E-05
Mexico,1992,female,75+ years,8,730100,1.10E-05
Mexico,1992,male,15-24 years,554,9572400,5.79E-05
Mexico,1992,male,25-34 years,484,6347100,7.63E-05
Mexico,1992,male,35-54 years,482,7168700,6.72E-05
Mexico,1992,male,5-14 years,41,10704300,3.83E-06
Mexico,1992,male,55-74 years,243,2862600,8.49E-05
Mexico,1992,male,75+ years,95,549600,0.000172853
Mexico,1993,female,15-24 years,126,9764500,1.29E-05
Mexico,1993,female,25-34 years,64,6871000,9.31E-06
Mexico,1993,female,35-54 years,83,7837300,1.06E-05
Mexico,1993,female,5-14 years,20,10351400,1.93E-06
Mexico,1993,female,55-74 years,32,3305700,9.68E-06
Mexico,1993,female,75+ years,6,745600,8.05E-06
Mexico,1993,male,15-24 years,582,9745400,5.97E-05
Mexico,1993,male,25-34 years,488,6543100,7.46E-05
Mexico,1993,male,35-54 years,546,7427100,7.35E-05
Mexico,1993,male,5-14 years,45,10712100,4.20E-06
Mexico,1993,male,55-74 years,255,2963500,8.60E-05
Mexico,1993,male,75+ years,95,560100,0.000169613
Mexico,1994,female,15-24 years,168,9886600,1.70E-05
Mexico,1994,female,25-34 years,71,7102600,1.00E-05
Mexico,1994,female,35-54 years,88,8137700,1.08E-05
Mexico,1994,female,5-14 years,26,10360700,2.51E-06
Mexico,1994,female,55-74 years,28,3420700,8.19E-06
Mexico,1994,female,75+ years,12,764600,1.57E-05
Mexico,1994,male,15-24 years,646,9882000,6.54E-05
Mexico,1994,male,25-34 years,550,6757200,8.14E-05
Mexico,1994,male,35-54 years,554,7691700,7.20E-05
Mexico,1994,male,5-14 years,46,10730100,4.29E-06
Mexico,1994,male,55-74 years,299,3066800,9.75E-05
Mexico,1994,male,75+ years,100,573400,0.000174398
Mexico,1995,female,15-24 years,198,9970200,1.99E-05
Mexico,1995,female,25-34 years,87,7352700,1.18E-05
Mexico,1995,female,35-54 years,89,8443500,1.05E-05
Mexico,1995,female,5-14 years,27,10379800,2.60E-06
Mexico,1995,female,55-74 years,34,3538000,9.61E-06
Mexico,1995,female,75+ years,8,789100,1.01E-05
Mexico,1995,male,15-24 years,755,9978800,7.57E-05
Mexico,1995,male,25-34 years,640,6993100,9.15E-05
Mexico,1995,male,35-54 years,580,7960500,7.29E-05
Mexico,1995,male,5-14 years,50,10758200,4.65E-06
Mexico,1995,male,55-74 years,298,3172300,9.39E-05
Mexico,1995,male,75+ years,111,590900,0.000187849
Mexico,1996,female,15-24 years,217,10401655,2.09E-05
Mexico,1996,female,25-34 years,108,7578706,1.43E-05
Mexico,1996,female,35-54 years,103,8556474,1.20E-05
Mexico,1996,female,5-14 years,29,10980620,2.64E-06
Mexico,1996,female,55-74 years,33,3868948,8.53E-06
Mexico,1996,female,75+ years,4,953167,4.20E-06
Mexico,1996,male,15-24 years,771,10461846,7.37E-05
Mexico,1996,male,25-34 years,620,7310893,8.48E-05
Mexico,1996,male,35-54 years,638,8288306,7.70E-05
Mexico,1996,male,5-14 years,61,11350080,5.37E-06
Mexico,1996,male,55-74 years,309,3367371,9.18E-05
Mexico,1996,male,75+ years,115,684228,0.000168073
Mexico,1997,female,15-24 years,255,10389836,2.45E-05
Mexico,1997,female,25-34 years,118,7878137,1.50E-05
Mexico,1997,female,35-54 years,97,8847199,1.10E-05
Mexico,1997,female,5-14 years,30,11036261,2.72E-06
Mexico,1997,female,55-74 years,35,3962305,8.83E-06
Mexico,1997,female,75+ years,4,995305,4.02E-06
Mexico,1997,male,15-24 years,931,10469891,8.89E-05
Mexico,1997,male,25-34 years,721,7614070,9.47E-05
Mexico,1997,male,35-54 years,689,8545328,8.06E-05
Mexico,1997,male,5-14 years,81,11419034,7.09E-06
Mexico,1997,male,55-74 years,280,3469821,8.07E-05
Mexico,1997,male,75+ years,109,713693,0.000152727
Mexico,1998,female,15-24 years,227,10340767,2.20E-05
Mexico,1998,female,25-34 years,113,8178534,1.38E-05
Mexico,1998,female,35-54 years,95,9136813,1.04E-05
Mexico,1998,female,5-14 years,36,11093702,3.25E-06
Mexico,1998,female,55-74 years,29,4058048,7.15E-06
Mexico,1998,female,75+ years,10,1038891,9.63E-06
Mexico,1998,male,15-24 years,860,10444415,8.23E-05
Mexico,1998,male,25-34 years,774,7923430,9.77E-05
Mexico,1998,male,35-54 years,676,8802383,7.68E-05
Mexico,1998,male,5-14 years,87,11488804,7.57E-06
Mexico,1998,male,55-74 years,288,3576372,8.05E-05
Mexico,1998,male,75+ years,117,743519,0.00015736
Mexico,1999,female,15-24 years,211,10286270,2.05E-05
Mexico,1999,female,25-34 years,100,8457907,1.18E-05
Mexico,1999,female,35-54 years,114,9433287,1.21E-05
Mexico,1999,female,5-14 years,40,11150920,3.59E-06
Mexico,1999,female,55-74 years,34,4152769,8.19E-06
Mexico,1999,female,75+ years,9,1083212,8.31E-06
Mexico,1999,male,15-24 years,940,10416842,9.02E-05
Mexico,1999,male,25-34 years,726,8214958,8.84E-05
Mexico,1999,male,35-54 years,668,9064400,7.37E-05
Mexico,1999,male,5-14 years,59,11553882,5.11E-06
Mexico,1999,male,55-74 years,317,3684714,8.60E-05
Mexico,1999,male,75+ years,109,772816,0.000141043
Mexico,2000,female,15-24 years,231,10247321,2.25E-05
Mexico,2000,female,25-34 years,101,8702615,1.16E-05
Mexico,2000,female,35-54 years,111,9741546,1.14E-05
Mexico,2000,female,5-14 years,43,11208337,3.84E-06
Mexico,2000,female,55-74 years,39,4245190,9.19E-06
Mexico,2000,female,75+ years,12,1128113,1.06E-05
Mexico,2000,male,15-24 years,870,10407812,8.36E-05
Mexico,2000,male,25-34 years,797,8473261,9.41E-05
Mexico,2000,male,35-54 years,755,9334127,8.09E-05
Mexico,2000,male,5-14 years,75,11611360,6.46E-06
Mexico,2000,male,55-74 years,317,3793938,8.36E-05
Mexico,2000,male,75+ years,105,801173,0.000131058
Mexico,2001,female,15-24 years,263,10198732,2.58E-05
Mexico,2001,female,25-34 years,136,8930235,1.52E-05
Mexico,2001,female,35-54 years,148,10069614,1.47E-05
Mexico,2001,female,5-14 years,61,11248880,5.42E-06
Mexico,2001,female,55-74 years,51,4322994,1.18E-05
Mexico,2001,female,75+ years,13,1178437,1.10E-05
Mexico,2001,male,15-24 years,908,10392763,8.74E-05
Mexico,2001,male,25-34 years,837,8719740,9.60E-05
Mexico,2001,male,35-54 years,765,9614513,7.96E-05
Mexico,2001,male,5-14 years,79,11648383,6.78E-06
Mexico,2001,male,55-74 years,338,3891947,8.68E-05
Mexico,2001,male,75+ years,161,836476,0.000192474
Mexico,2002,female,15-24 years,260,10166352,2.56E-05
Mexico,2002,female,25-34 years,119,9124293,1.30E-05
Mexico,2002,female,35-54 years,158,10409349,1.52E-05
Mexico,2002,female,5-14 years,63,11292233,5.58E-06
Mexico,2002,female,55-74 years,46,4401799,1.05E-05
Mexico,2002,female,75+ years,10,1227458,8.15E-06
Mexico,2002,male,15-24 years,919,10391176,8.84E-05
Mexico,2002,male,25-34 years,852,8935002,9.54E-05
Mexico,2002,male,35-54 years,824,9900926,8.32E-05
Mexico,2002,male,5-14 years,103,11684250,8.82E-06
Mexico,2002,male,55-74 years,348,3991819,8.72E-05
Mexico,2002,male,75+ years,124,869659,0.000142585
Mexico,2003,female,15-24 years,280,10156204,2.76E-05
Mexico,2003,female,25-34 years,125,9280350,1.35E-05
Mexico,2003,female,35-54 years,171,10765671,1.59E-05
Mexico,2003,female,5-14 years,52,11340331,4.59E-06
Mexico,2003,female,55-74 years,55,4489997,1.22E-05
Mexico,2003,female,75+ years,11,1276432,8.62E-06
Mexico,2003,male,15-24 years,953,10408446,9.16E-05
Mexico,2003,male,25-34 years,911,9114537,1.00E-04
Mexico,2003,male,35-54 years,885,10201542,8.68E-05
Mexico,2003,male,5-14 years,91,11723507,7.76E-06
Mexico,2003,male,55-74 years,385,4100347,9.39E-05
Mexico,2003,male,75+ years,151,901495,0.0001675
Mexico,2004,female,15-24 years,238,10169971,2.34E-05
Mexico,2004,female,25-34 years,158,9394059,1.68E-05
Mexico,2004,female,35-54 years,148,11144750,1.33E-05
Mexico,2004,female,5-14 years,50,11395153,4.39E-06
Mexico,2004,female,55-74 years,67,4599859,1.46E-05
Mexico,2004,female,75+ years,14,1326483,1.06E-05
Mexico,2004,male,15-24 years,942,10447031,9.02E-05
Mexico,2004,male,25-34 years,885,9254521,9.56E-05
Mexico,2004,male,35-54 years,926,10528424,8.80E-05
Mexico,2004,male,5-14 years,98,11772473,8.32E-06
Mexico,2004,male,55-74 years,390,4227720,9.22E-05
Mexico,2004,male,75+ years,140,932624,0.000150114
Mexico,2005,female,15-24 years,272,10208805,2.66E-05
Mexico,2005,female,25-34 years,159,9465920,1.68E-05
Mexico,2005,female,35-54 years,177,11550016,1.53E-05
Mexico,2005,female,5-14 years,57,11456090,4.98E-06
Mexico,2005,female,55-74 years,54,4739632,1.14E-05
Mexico,2005,female,75+ years,11,1378312,7.98E-06
Mexico,2005,male,15-24 years,943,10509381,8.97E-05
Mexico,2005,male,25-34 years,956,9355305,0.000102188
Mexico,2005,male,35-54 years,1018,10888804,9.35E-05
Mexico,2005,male,5-14 years,98,11833699,8.28E-06
Mexico,2005,male,55-74 years,375,4380597,8.56E-05
Mexico,2005,male,75+ years,154,963447,0.000159843
Mexico,2006,female,15-24 years,287,10309008,2.78E-05
Mexico,2006,female,25-34 years,137,9546600,1.44E-05
Mexico,2006,female,35-54 years,161,11985917,1.34E-05
Mexico,2006,female,5-14 years,61,11508120,5.30E-06
Mexico,2006,female,55-74 years,52,4886682,1.06E-05
Mexico,2006,female,75+ years,11,1441037,7.63E-06
Mexico,2006,male,15-24 years,926,10624582,8.72E-05
Mexico,2006,male,25-34 years,928,9459323,9.81E-05
Mexico,2006,male,35-54 years,995,11286802,8.82E-05
Mexico,2006,male,5-14 years,114,11875780,9.60E-06
Mexico,2006,male,55-74 years,419,4535133,9.24E-05
Mexico,2006,male,75+ years,139,1009855,0.000137644
Mexico,2007,female,15-24 years,272,10427676,2.61E-05
Mexico,2007,female,25-34 years,173,9590582,1.80E-05
Mexico,2007,female,35-54 years,202,12451981,1.62E-05
Mexico,2007,female,5-14 years,53,11546073,4.59E-06
Mexico,2007,female,55-74 years,48,5064820,9.48E-06
Mexico,2007,female,75+ years,14,1503866,9.31E-06
Mexico,2007,male,15-24 years,910,10761087,8.46E-05
Mexico,2007,male,25-34 years,943,9530655,9.89E-05
Mexico,2007,male,35-54 years,1030,11726685,8.78E-05
Mexico,2007,male,5-14 years,83,11918904,6.96E-06
Mexico,2007,male,55-74 years,421,4716115,8.93E-05
Mexico,2007,male,75+ years,136,1055853,0.000128806
Mexico,2008,female,15-24 years,325,10559325,3.08E-05
Mexico,2008,female,25-34 years,176,9612896,1.83E-05
Mexico,2008,female,35-54 years,213,12936391,1.65E-05
Mexico,2008,female,5-14 years,73,11564700,6.31E-06
Mexico,2008,female,55-74 years,60,5270209,1.14E-05
Mexico,2008,female,75+ years,13,1565132,8.31E-06
Mexico,2008,male,15-24 years,997,10909870,9.14E-05
Mexico,2008,male,25-34 years,959,9582642,0.000100077
Mexico,2008,male,35-54 years,1113,12193540,9.13E-05
Mexico,2008,male,5-14 years,111,11956461,9.28E-06
Mexico,2008,male,55-74 years,457,4918339,9.29E-05
Mexico,2008,male,75+ years,145,1101082,0.000131689
Mexico,2009,female,15-24 years,359,10695396,3.36E-05
Mexico,2009,female,25-34 years,212,9636739,2.20E-05
Mexico,2009,female,35-54 years,234,13420062,1.74E-05
Mexico,2009,female,5-14 years,81,11560068,7.01E-06
Mexico,2009,female,55-74 years,74,5495711,1.35E-05
Mexico,2009,female,75+ years,6,1622435,3.70E-06
Mexico,2009,male,15-24 years,1032,11057116,9.33E-05
Mexico,2009,male,25-34 years,985,9636154,0.000102219
Mexico,2009,male,35-54 years,1271,12663131,0.00010037
Mexico,2009,male,5-14 years,109,11979752,9.10E-06
Mexico,2009,male,55-74 years,497,5132854,9.68E-05
Mexico,2009,male,75+ years,163,1144924,0.000142368
Mexico,2010,female,15-24 years,350,10827976,3.23E-05
Mexico,2010,female,25-34 years,177,9676184,1.83E-05
Mexico,2010,female,35-54 years,231,13887708,1.66E-05
Mexico,2010,female,5-14 years,73,11534311,6.33E-06
Mexico,2010,female,55-74 years,62,5735458,1.08E-05
Mexico,2010,female,75+ years,7,1675096,4.18E-06
Mexico,2010,male,15-24 years,1074,11192708,9.60E-05
Mexico,2010,male,25-34 years,936,9704369,9.65E-05
Mexico,2010,male,35-54 years,1191,13117850,9.08E-05
Mexico,2010,male,5-14 years,109,11983471,9.10E-06
Mexico,2010,male,55-74 years,483,5353293,9.02E-05
Mexico,2010,male,75+ years,165,1187437,0.000138955
Mexico,2011,female,15-24 years,439,10955599,4.01E-05
Mexico,2011,female,25-34 years,225,9731711,2.31E-05
Mexico,2011,female,35-54 years,222,14331297,1.55E-05
Mexico,2011,female,5-14 years,107,11496698,9.31E-06
Mexico,2011,female,55-74 years,72,5967658,1.21E-05
Mexico,2011,female,75+ years,6,1727144,3.47E-06
Mexico,2011,male,15-24 years,1308,11318362,0.000115564
Mexico,2011,male,25-34 years,1024,9792087,0.000104574
Mexico,2011,male,35-54 years,1326,13558864,9.78E-05
Mexico,2011,male,5-14 years,140,11975964,1.17E-05
Mexico,2011,male,55-74 years,533,5562736,9.58E-05
Mexico,2011,male,75+ years,156,1236980,0.000126114
Mexico,2012,female,15-24 years,407,11076558,3.67E-05
Mexico,2012,female,25-34 years,214,9801779,2.18E-05
Mexico,2012,female,35-54 years,258,14755637,1.75E-05
Mexico,2012,female,5-14 years,79,11441953,6.90E-06
Mexico,2012,female,55-74 years,85,6214623,1.37E-05
Mexico,2012,female,75+ years,8,1772584,4.51E-06
Mexico,2012,male,15-24 years,1251,11427075,0.000109477
Mexico,2012,male,25-34 years,1013,9890969,0.000102417
Mexico,2012,male,35-54 years,1264,13980301,9.04E-05
Mexico,2012,male,5-14 years,123,11945793,1.03E-05
Mexico,2012,male,55-74 years,509,5778173,8.81E-05
Mexico,2012,male,75+ years,170,1283320,0.000132469
Mexico,2013,female,15-24 years,392,11186604,3.50E-05
Mexico,2013,female,25-34 years,212,9885421,2.14E-05
Mexico,2013,female,35-54 years,263,15162201,1.73E-05
Mexico,2013,female,5-14 years,66,11378193,5.80E-06
Mexico,2013,female,55-74 years,94,6474009,1.45E-05
Mexico,2013,female,75+ years,16,1815829,8.81E-06
Mexico,2013,male,15-24 years,1220,11520698,0.000105896
Mexico,2013,male,25-34 years,1151,10000769,0.000115091
Mexico,2013,male,35-54 years,1469,14385858,0.000102114
Mexico,2013,male,5-14 years,102,11898580,8.57E-06
Mexico,2013,male,55-74 years,565,5999782,9.42E-05
Mexico,2013,male,75+ years,161,1328764,0.000121165
Mexico,2014,female,15-24 years,416,11280468,3.69E-05
Mexico,2014,female,25-34 years,271,9978692,2.72E-05
Mexico,2014,female,35-54 years,333,15556091,2.14E-05
Mexico,2014,female,5-14 years,109,11316008,9.63E-06
Mexico,2014,female,55-74 years,91,6743397,1.35E-05
Mexico,2014,female,75+ years,8,1862263,4.30E-06
Mexico,2014,male,15-24 years,1334,11603241,0.000114968
Mexico,2014,male,25-34 years,1140,10118932,0.00011266
Mexico,2014,male,35-54 years,1558,14784480,0.000105381
Mexico,2014,male,5-14 years,129,11844045,1.09E-05
Mexico,2014,male,55-74 years,612,6228708,9.83E-05
Mexico,2014,male,75+ years,177,1376264,0.000128609
Mexico,2015,female,15-24 years,484,11354811,4.26E-05
Mexico,2015,female,25-34 years,267,10079012,2.65E-05
Mexico,2015,female,35-54 years,303,15940497,1.90E-05
Mexico,2015,female,5-14 years,95,11261292,8.44E-06
Mexico,2015,female,55-74 years,88,7021916,1.25E-05
Mexico,2015,female,75+ years,11,1915217,5.74E-06
Mexico,2015,male,15-24 years,1347,11676480,0.00011536
Mexico,2015,male,25-34 years,1195,10243158,0.000116663
Mexico,2015,male,35-54 years,1560,15181008,0.00010276
Mexico,2015,male,5-14 years,137,11790898,1.16E-05
Mexico,2015,male,55-74 years,584,6465941,9.03E-05
Mexico,2015,male,75+ years,163,1427654,0.000114173
Monaco,1986,female,15-24 years,0,,#DIV/0!
Monaco,1986,female,25-34 years,0,,#DIV/0!
Monaco,1986,female,35-54 years,1,,#DIV/0!
Monaco,1986,female,5-14 years,0,,#DIV/0!
Monaco,1986,female,55-74 years,3,,#DIV/0!
Monaco,1986,female,75+ years,2,,#DIV/0!
Monaco,1986,male,15-24 years,0,,#DIV/0!
Monaco,1986,male,25-34 years,0,,#DIV/0!
Monaco,1986,male,35-54 years,1,,#DIV/0!
Monaco,1986,male,5-14 years,0,,#DIV/0!
Monaco,1986,male,55-74 years,3,,#DIV/0!
Monaco,1986,male,75+ years,1,,#DIV/0!
Monaco,1987,female,15-24 years,2,,#DIV/0!
Monaco,1987,female,25-34 years,0,,#DIV/0!
Monaco,1987,female,35-54 years,0,,#DIV/0!
Monaco,1987,female,5-14 years,0,,#DIV/0!
Monaco,1987,female,55-74 years,0,,#DIV/0!
Monaco,1987,female,75+ years,1,,#DIV/0!
Monaco,1987,male,15-24 years,0,,#DIV/0!
Monaco,1987,male,25-34 years,0,,#DIV/0!
Monaco,1987,male,35-54 years,1,,#DIV/0!
Monaco,1987,male,5-14 years,0,,#DIV/0!
Monaco,1987,male,55-74 years,1,,#DIV/0!
Monaco,1987,male,75+ years,1,,#DIV/0!
Mongolia,1994,female,15-24 years,,239551,0
Mongolia,1994,female,25-34 years,,188645,0
Mongolia,1994,female,35-54 years,,178531,0
Mongolia,1994,female,5-14 years,,297420,0
Mongolia,1994,female,55-74 years,,84664,0
Mongolia,1994,female,75+ years,,16538,0
Mongolia,1994,male,15-24 years,,236808,0
Mongolia,1994,male,25-34 years,,184727,0
Mongolia,1994,male,35-54 years,,170590,0
Mongolia,1994,male,5-14 years,,297843,0
Mongolia,1994,male,55-74 years,,77514,0
Mongolia,1994,male,75+ years,,11885,0
Mongolia,2016,female,15-24 years,18,246805,7.29E-05
Mongolia,2016,female,25-34 years,15,292237,5.13E-05
Mongolia,2016,female,35-54 years,15,406028,3.69E-05
Mongolia,2016,female,5-14 years,11,259822,4.23E-05
Mongolia,2016,female,55-74 years,1,148196,6.75E-06
Mongolia,2016,female,75+ years,3,26305,0.000114047
Mongolia,2016,male,15-24 years,85,252851,0.000336166
Mongolia,2016,male,25-34 years,127,290660,0.000436937
Mongolia,2016,male,35-54 years,127,375631,0.000338098
Mongolia,2016,male,5-14 years,16,270753,5.91E-05
Mongolia,2016,male,55-74 years,29,113527,0.000255446
Mongolia,2016,male,75+ years,3,15349,0.000195452
Montenegro,2000,female,15-24 years,0,48660,0
Montenegro,2000,female,25-34 years,0,43578,0
Montenegro,2000,female,35-54 years,0,86210,0
Montenegro,2000,female,5-14 years,0,43461,0
Montenegro,2000,female,55-74 years,0,58144,0
Montenegro,2000,female,75+ years,0,14322,0
Montenegro,2000,male,15-24 years,0,50621,0
Montenegro,2000,male,25-34 years,0,43146,0
Montenegro,2000,male,35-54 years,0,85940,0
Montenegro,2000,male,5-14 years,0,46337,0
Montenegro,2000,male,55-74 years,0,49448,0
Montenegro,2000,male,75+ years,0,8801,0
Montenegro,2001,female,15-24 years,0,48660,0
Montenegro,2001,female,25-34 years,0,43578,0
Montenegro,2001,female,35-54 years,0,86210,0
Montenegro,2001,female,5-14 years,0,43461,0
Montenegro,2001,female,55-74 years,0,58144,0
Montenegro,2001,female,75+ years,0,14322,0
Montenegro,2001,male,15-24 years,0,50621,0
Montenegro,2001,male,25-34 years,0,43146,0
Montenegro,2001,male,35-54 years,0,85940,0
Montenegro,2001,male,5-14 years,0,46337,0
Montenegro,2001,male,55-74 years,0,49448,0
Montenegro,2001,male,75+ years,0,8801,0
Montenegro,2002,female,15-24 years,0,48660,0
Montenegro,2002,female,25-34 years,0,43578,0
Montenegro,2002,female,35-54 years,0,86210,0
